שם תחנה,מספר תחנה,תאריך,שעה-LST,טמפרטורה(C°),טמפרטורה לחה(C°),טמפרטורת נקודת הטל(C°),לחות יחסית(%),מהירות הרוח(m/s),כיוון הרוח(מעלות),לחץ בגובה התחנה(hPa),לחץ בגובה פני הים(hPa),כמות עננים כוללת(קוד),כמות עננים נמוכים(קוד),גובה בסיס עננים נמוכים(קוד),סוג העננים הנמוכים(קוד),סוג העננים הבינוניים(קוד),סוג העננים הגבוהים(קוד),מזג אוויר נוכחי(קוד),מזג אוויר שחלף(קוד),ראות אפקית(קוד)
בית דגן                                           ,2523,24-01-2020,08:00,12.0,10.7,9.4,84,0.4,134,1010.1,1013.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-01-2020,11:00,13.5,10.3,6.8,64,6.2,339,1012.7,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-01-2020,14:00,13.5,9.4,4.6,55,6.0,4,1014.1,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-01-2020,17:00,11.5,8.1,3.7,59,6.1,353,1017.1,1020.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-01-2020,20:00,9.3,6.5,2.6,63,1.5,55,1019.6,1023.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-01-2020,23:00,6.7,5.6,4.2,84,1.7,167,1020.7,1024.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,02:00,5.8,5.1,4.3,90,3.2,223,1020.7,1024.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,05:00,5.7,5.3,4.8,94,0.8,119,1021.7,1025.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,08:00,6.2,6.0,5.8,97,1.1,104,1023.6,1027.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,11:00,14.4,9.5,3.5,48,2.1,296,1025.2,1029.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,14:00,14.5,9.3,2.6,45,3.3,344,1024.1,1027.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,17:00,13.4,9.0,3.4,51,2.4,342,1024.3,1028.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,20:00,8.2,7.0,5.5,83,1.7,123,1025.5,1029.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-01-2020,23:00,6.6,6.1,5.4,92,0.9,124,1025.9,1029.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,02:00,4.7,4.4,4.0,95,1.3,121,1025.5,1029.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,05:00,3.8,3.7,3.5,98,1.2,111,1024.4,1028.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,08:00,6.9,6.2,5.4,90,1.0,130,1026.0,1029.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,11:00,15.1,10.4,5.0,51,1.1,274,1024.9,1028.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,14:00,15.7,11.0,5.8,52,3.8,313,1022.9,1026.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,17:00,14.2,10.3,6.0,58,2.4,341,1022.2,1026.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,20:00,9.2,7.9,6.5,83,1.5,127,1023.2,1027.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,26-01-2020,23:00,7.3,6.8,6.2,93,1.1,97,1023.2,1027.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,02:00,5.3,5.1,4.7,96,1.3,124,1022.1,1026.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,05:00,4.6,4.5,4.3,98,1.3,107,1021.1,1025.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,08:00,7.6,7.2,6.7,94,0.4,97,1021.6,1025.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,11:00,16.3,12.2,8.0,58,4.3,26,1019.5,1023.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,14:00,17.3,13.0,8.9,58,5.0,318,1016.9,1020.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,17:00,16.2,12.6,9.1,63,2.8,348,1016.2,1019.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,20:00,12.0,10.1,8.3,78,0.7,339,1016.4,1020.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,27-01-2020,23:00,9.4,8.6,7.8,90,1.2,176,1015.7,1019.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,02:00,7.8,7.5,7.2,96,1.2,101,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,05:00,7.8,7.6,7.4,97,1.6,103,1013.6,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,08:00,8.5,8.1,7.7,95,1.2,111,1014.3,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,11:00,16.2,13.3,10.7,70,2.5,190,1013.7,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,14:00,17.5,13.3,9.6,60,3.2,286,1012.0,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,17:00,16.0,12.1,8.2,60,2.3,274,1012.4,1016.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,20:00,15.2,12.5,10.0,71,3.3,260,1013.6,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,28-01-2020,23:00,14.5,12.7,11.1,80,2.0,262,1013.9,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,02:00,10.9,10.4,9.8,93,1.9,209,1013.8,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,05:00,12.0,11.7,11.4,96,2.1,199,1013.9,1017.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,08:00,12.1,11.6,11.2,94,4.4,192,1016.0,1019.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,11:00,15.7,14.2,13.0,84,3.2,202,1016.3,1020.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,14:00,18.6,14.7,11.4,63,4.7,293,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,17:00,17.0,13.7,10.8,67,3.8,294,1016.2,1019.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,20:00,12.3,11.4,10.5,89,2.4,184,1018.0,1021.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-01-2020,23:00,10.8,10.3,9.9,94,0.9,194,1018.7,1022.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,02:00,9.7,9.5,9.2,97,0.8,178,1018.4,1022.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,05:00,8.5,8.4,8.4,99,1.1,190,1017.8,1021.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,08:00,10.8,10.2,9.6,92,1.2,122,1018.3,1022.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,11:00,18.3,13.6,9.1,55,3.4,246,1017.2,1020.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,14:00,18.6,14.7,11.4,63,4.3,245,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,17:00,16.2,13.7,11.6,74,3.3,249,1014.9,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,20:00,12.4,11.5,10.6,89,2.3,164,1015.1,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-01-2020,23:00,12.5,11.5,10.6,88,2.4,179,1014.4,1018.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,02:00,12.5,11.5,10.6,88,3.6,199,1013.3,1017.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,05:00,12.4,11.2,9.9,85,5.3,198,1012.1,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,08:00,11.2,11.0,10.7,97,4.8,194,1013.1,1016.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,11:00,17.4,11.9,6.2,48,7.2,285,1014.0,1017.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,14:00,16.9,11.2,4.8,45,6.4,286,1013.1,1016.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,17:00,15.2,10.2,4.5,49,4.0,296,1013.9,1017.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,20:00,14.1,9.0,2.6,46,4.4,285,1015.3,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-01-2020,23:00,13.3,9.1,3.9,53,2.6,288,1015.5,1019.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,02:00,13.3,9.5,5.2,58,3.7,270,1014.3,1018.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,05:00,13.6,9.7,5.2,57,3.5,275,1014.6,1018.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,08:00,10.9,9.2,7.2,78,4.0,191,1015.8,1019.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,11:00,14.7,11.8,9.1,69,3.3,197,1016.2,1019.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,14:00,18.1,13.1,8.3,53,6.7,277,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,17:00,16.6,12.6,8.8,60,4.4,260,1015.4,1019.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,20:00,16.1,12.8,10.0,67,4.4,257,1016.6,1020.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-02-2020,23:00,13.6,13.3,13.0,96,2.2,65,1017.2,1021.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,02:00,13.0,12.8,12.7,98,2.2,168,1016.8,1020.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,05:00,11.7,11.5,11.2,97,1.5,141,1017.3,1021.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,08:00,12.8,11.7,10.5,86,2.6,186,1018.2,1022.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,11:00,17.7,14.6,11.9,69,1.8,209,1018.6,1022.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,14:00,19.3,14.7,10.8,58,3.1,265,1017.1,1020.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,17:00,16.9,13.6,10.7,67,1.6,302,1017.7,1021.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,20:00,13.5,12.4,11.4,87,1.3,55,1019.2,1023.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-02-2020,23:00,11.1,10.6,10.2,94,1.0,95,1019.1,1022.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,02:00,9.8,9.6,9.5,98,0.3,91,1017.6,1021.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,05:00,8.5,8.4,8.4,99,1.3,149,1016.7,1020.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,08:00,10.7,10.5,10.4,98,1.0,125,1017.7,1021.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,11:00,17.7,14.7,12.1,70,1.7,283,1016.9,1020.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,14:00,17.5,14.6,12.2,71,3.2,316,1015.1,1018.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,17:00,16.7,14.3,12.4,76,2.6,297,1014.9,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,20:00,12.4,11.5,10.6,89,0.5,127,1016.0,1019.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-02-2020,23:00,12.4,11.9,11.5,94,0.8,111,1016.3,1020.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,02:00,10.7,10.5,10.2,97,1.7,119,1015.7,1019.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,05:00,8.7,8.6,8.4,98,1.5,116,1014.8,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,08:00,10.4,10.2,10.1,98,1.1,126,1015.6,1019.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,11:00,17.0,14.0,11.3,69,2.1,235,1014.9,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,14:00,18.5,14.8,11.8,65,4.7,262,1013.1,1016.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,17:00,16.7,14.4,12.6,77,4.4,241,1012.7,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,20:00,14.7,13.6,12.7,88,2.4,148,1013.7,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-02-2020,23:00,12.8,12.2,11.7,93,1.8,154,1013.7,1017.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,02:00,10.5,10.1,9.7,95,0.9,134,1012.9,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,05:00,8.8,8.7,8.5,98,1.3,99,1012.0,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,08:00,11.1,10.4,9.7,91,1.9,114,1012.8,1016.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,11:00,19.5,13.9,8.7,50,2.1,206,1012.0,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,14:00,20.9,14.8,9.4,48,2.8,249,1009.7,1013.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,17:00,18.9,13.9,9.3,54,1.4,269,1009.6,1013.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,20:00,12.9,11.6,10.4,85,1.8,115,1011.2,1015.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-02-2020,23:00,10.8,10.3,9.7,93,1.0,116,1011.3,1015.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,02:00,9.2,8.7,8.3,94,1.6,74,1010.7,1014.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,05:00,8.2,7.8,7.4,95,1.8,130,1010.5,1014.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,08:00,14.6,11.4,8.1,65,3.2,173,1011.5,1015.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,11:00,21.4,14.1,7.1,40,6.1,196,1011.2,1014.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,14:00,23.3,14.0,4.6,30,5.4,224,1009.5,1013.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,17:00,21.0,13.4,5.6,37,2.4,218,1009.6,1013.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,20:00,16.7,14.0,11.8,73,0.7,23,1011.6,1015.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-02-2020,23:00,15.9,14.6,13.6,86,1.9,303,1012.5,1016.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,02:00,12.9,12.1,11.3,90,0.9,224,1012.1,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,05:00,13.6,12.7,11.8,89,1.6,245,1011.1,1014.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,08:00,13.6,12.5,11.5,87,3.8,281,1012.1,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,11:00,12.5,11.0,9.5,82,5.6,231,1013.4,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,14:00,14.1,11.0,7.8,66,6.4,199,1011.5,1015.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,17:00,14.9,11.4,7.9,63,5.3,233,1011.0,1014.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,20:00,13.7,11.2,8.7,72,8.0,268,1012.2,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-02-2020,23:00,13.1,11.5,9.9,81,5.5,249,1011.9,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,02:00,11.7,10.9,10.1,90,7.9,259,1011.8,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,05:00,12.5,10.4,8.4,76,6.3,276,1011.8,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,08:00,12.9,10.9,9.0,77,4.9,247,1013.5,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,11:00,14.9,11.3,7.7,62,7.3,281,1014.6,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,14:00,15.5,10.4,4.5,48,7.6,282,1014.6,1018.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,17:00,13.6,8.3,1.2,43,7.8,274,1016.3,1020.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,20:00,12.9,7.7,0.6,43,5.9,290,1017.9,1021.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-02-2020,23:00,12.1,8.7,4.5,60,6.5,257,1017.9,1021.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,02:00,11.6,9.1,6.3,70,5.9,274,1017.3,1021.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,05:00,11.2,8.7,5.9,70,4.1,325,1016.8,1020.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,08:00,9.2,8.7,8.1,93,2.7,70,1019.1,1022.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,11:00,10.3,8.6,6.6,78,0.7,133,1020.9,1024.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,14:00,11.0,7.9,4.0,62,3.9,346,1019.9,1023.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,17:00,10.6,7.2,2.4,57,3.8,347,1021.1,1024.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,20:00,10.3,7.2,3.1,61,4.0,357,1022.4,1026.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-02-2020,23:00,8.4,6.4,3.6,72,1.1,75,1022.6,1026.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,02:00,6.2,5.0,3.4,82,1.4,140,1022.2,1026.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,05:00,5.6,5.1,4.6,93,1.0,82,1021.6,1025.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,08:00,6.8,6.2,5.4,91,1.7,157,1022.5,1026.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,11:00,9.2,7.6,5.7,79,2.5,159,1021.9,1025.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,14:00,11.4,8.5,5.0,65,3.9,288,1019.6,1023.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,17:00,11.2,8.1,4.2,62,2.9,306,1019.4,1023.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-02-2020,20:00,11.1,7.1,1.6,52,2.3,297,1020.1,1023.9,-,-,-,-,-,-,-,-,-
